bvets vehicle performance table 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,P1Q12,P23,Q34,P45,Q56,P67,Q78,P89,Q910,P1011,Q1112,P1213,Q1314,P1415,Q1516,P1617Q17,WF1,WF2,WF3,WF4
64,75.24449878,91.42857143,70,70,70,70,70,70.2,70,83.96842909,91.55963303,93.03370787,92.52631579,95.34955343,105.5374593,112.1184089,121.6666667,153.0933137,213.3323641,227.7736745,255.6487805,275.9801344,295.8168873,312.693683,333.553142,361.7099651,372.7071629,417.7043407,430,462.324493,510.5811564,534.8818898,609.0979757,800,1120.918367,1498.48271,2881.743772
65,74.54545455,90.58939096,70,70,70,70,70,70,70,80.39452496,88.23529412,89.58540331,88.70466321,91.37760159,102.0134228,108.7613293,118.5443959,150.8592322,210.0433213,224.0108703,251.1392666,270.9,290.14,306.3312947,326.2895676,353.1787141,362.6972124,405.9179941,415.3574351,445.655459,487.9259416,510.2409639,574.8452899,749.8047503,1036.72043,1373.768116,2459.90407
66,73.85817308,89.76653696,70,70,70,70,70,70,70,76.90369216,85,86.24049113,85,87.53621619,98.61982434,105.5374593,115.5555556,148.6462882,206.7986231,220.3004292,246.6944732,265.9038586,284.5733926,300.1154734,319.2307692,344.9110234,353.1003838,394.6099569,401.560393,430,467.0774529,487.6623377,544.2536882,705.6156257,964.7007481,1269.075829,2149.89301
67,73.18235995,88.95953757,70,70,70,70,70,70,70,73.49306762,81.85022026,82.9943899,81.40703518,83.81906335,95.34955343,102.4390244,112.6917713,146.4541833,203.5973785,216.6412657,242.3130169,260.9896441,279.1138827,294.0412122,312.3682076,336.8948655,343.8916191,383.7516923,388.5376928,415.2683967,447.8278516,466.8975069,516.7659779,666.4154829,902.3953488,1179.942418,1912.44673
68,72.5177305,88.16793893,70,70,70,70,70,70,70,70.15991834,78.7826087,79.84278495,77.92079208,80.22021235,92.19600726,99.45884363,109.9453552,144.2826244,200.4387206,213.0323243,237.9935536,256.1553578,273.7584088,288.1037296,305.6938118,329.1189336,335.0478469,373.3168894,376.2259254,401.3812155,430,447.7363515,491.9325755,631.4045786,847.962963,1103.139357,1724.756625
69,71.86400938,87.39130435,70,70,70,70,70,70,70,70,75.79399142,76.7816092,74.53658537,76.73410405,89.15304606,96.5902739,107.3092369,142.131324,197.3218051,209.4725779,233.7347767,251.3990654,268.5040254,282.2984571,299.1999474,321.5725884,326.5477889,363.28125,364.5684211,388.2678751,413.4419951,430,469.3867248,599.945433,800,1036.273574,1572.666497
70,71.22093023,86.62921348,70,70,70,70,70,70,70,70,72.88135593,73.80702564,71.25,73.35552224,86.21495327,93.82716049,104.7769029,140,194.2458101,205.9610275,229.5354163,246.7188946,263.3478969,276.6210274,292.8793875,314.2458101,318.3717893,353.6223001,353.514377,375.8654474,398.0228292,413.5352287,448.8262631,571.5236633,757.417795,977.5336323,1446.925109
71,70.58823529,85.8812616,70,70,70,70,70,70,70,70,70.041841,70.91541136,70,70.07956763,83.37639966,91.1637931,102.3423423,137.8883754,191.2099348,202.4967008,225.3942376,242.1130325,258.2872928,271.0672637,286.725286,307.1291532,310.5016631,344.3192218,343.0181175,364.1176471,383.6289165,398.2100239,430,545.7196399,719.3589744,925.5231452,1341.231143
72,70,85.14705882,70,70,70,70,70,70,70,70,70,70,70,70,80.63241107,88.59486637,100,135.7961783,188.2133995,199.0786517,221.3100396,237.5797232,253.319583,265.6331687,280.7311524,300.2137067,302.9205607,335.3527033,333.0384631,352.9739777,370.1612903,383.9100346,412.6974044,522.1876287,685.1391304,879.1483407,1251.144219
73,70,84.42622951,70,70,70,70,70,70,70,70,70,70,70,70,77.97833935,86.11544462,97.74473358,133.723142,185.2554445,195.705959,217.2816545,233.1172658,248.4422328,260.3149161,274.8908297,293.4910562,295.6128482,326.7048055,323.5381903,342.3890063,357.5333245,370.5357143,396.7406979,500.6402114,654.205298,837.5402996,1173.44515
74,70,83.71841155,70,70,70,70,70,70,70,70,70,70,70,70,75.40983607,83.72093023,95.57177616,131.6690042,182.3353293,192.3777258,213.3079459,228.7240121,243.6527992,255.1088405,269.1984725,286.95325,288.5639988,318.3588418,314.4835681,332.3217443,345.6688681,358,381.9787234,480.8364875,626.1058452,800,1105.743134
75,70,83.02325581,70,70,70,70,70,70,70,70,70,70,70,70,72.92282872,81.40703518,93.47670251,129.6335079,179.4523327,189.0930788,209.3878081,224.3983649,238.9489262,250.0114299,263.6485281,280.592768,281.7604974,310.2992708,305.8439573,322.7351165,334.5007081,346.2264151,368.2821427,462.5730292,600.4682779,765.9587274,1046.225403
76,70,82.34042553,70,70,70,70,70,70,70,70,70,70,70,70,70.51349921,79.16975537,91.45539906,127.6164003,176.6057511,185.8511673,205.5201651,220.1387753,234.3283414,245.0193171,258.2357181,274.4024923,275.1897533,302.5115998,297.5914646,313.5955056,323.9692961,335.1475076,355.5396362,445.6768681,576.9826339,734.9490634,993.4924854
77,70,81.66959578,70,70,70,70,70,70,70,70,70,70,70,70,70,77.00534759,89.50403691,125.6174334,173.7948992,182.6511628,201.7039694,215.9437417,229.7888521,240.1292729,252.955022,268.3756811,268.840023,294.9822976,289.7006415,304.8723579,314.0216856,324.7035573,343.6548709,430,555.3888889,706.583294,946.4467766
78,70,81.01045296,70,70,70,70,70,70,70,70,70,70,70,70,70,74.91030854,87.61904762,123.6363636,171.0191083,179.4922578,197.9382014,211.8118076,225.328342,235.3381984,247.801661,262.5059439,262.70034,287.6987165,282.1482223,296.5378422,304.6106417,314.8414986,332.5440606,415.4150378,535.4672897,680.5371153,904.2153084
79,70,80.3626943,70,70,70,70,70,70,70,70,70,70,70,70,70,72.88135593,85.79710145,121.6729517,168.2777265,176.3736657,194.221868,207.74156,220.9447677,230.6431194,242.7710843,256.7872191,256.7604512,280.6490207,274.912895,288.5665529,295.6938916,305.5140187,322.1339876,401.8117425,517.0308483,656.5371793,866.0950801
80,70,79.7260274,70,70,70,70,70,70,70,70,70,70,70,70,70,70.91541136,84.03508772,119.7269625,165.570118,173.2946196,190.5540021,203.7316276,216.6361556,226.0411792,237.8589555,251.2137529,251.0107606,273.8221227,267.9751003,280.9352518,287.2334893,296.6787989,312.3603872,389.0942316,499.9194548,634.3514644,831.5136125
81,70,79.10016978,70,70,70,70,70,70,70,70,70,70,70,70,70,70,82.33009709,117.7981651,162.8956624,170.254372,186.9336618,199.7806796,212.4005993,221.5296337,233.0611398,245.7800804,245.4422765,267.2076249,261.3168551,273.6226415,279.195276,288.2978723,303.1666198,377.1787157,483.9952153,613.7817498,800
82,70,78.48484848,70,70,70,70,70,70,70,70,70,70,70,70,70,70,80.67940552,115.8863329,160.2537545,167.2521943,183.3599293,195.8874242,208.2362562,217.1058453,228.3736927,240.4810072,240.0465658,260.7957668,254.921597,266.6091671,271.548419,280.3370787,294.5025729,365.9916505,469.1387283,594.6576763,771.1633399
83,70,77.87979967,70,70,70,70,70,70,70,70,70,70,70,70,70,70,79.08045977,113.9912428,157.6438039,164.2873757,179.8319103,192.0506068,204.1413455,212.7672782,223.7928492,235.3115932,234.8157101,254.5773768,248.7740466,259.8768413,264.2650166,272.7655987,286.3237467,355.4682168,455.246085,576.832018,744.6764351
84,70,77.28476821,70,70,70,70,70,70,70,70,70,70,70,70,70,70,77.5308642,112.1126761,155.0652341,161.3592233,176.3487332,188.269009,200.1141448,208.5114933,219.3150136,230.2671371,229.742268,248.5438287,242.8600856,253.4090909,257.3197578,265.5555556,278.5904902,345.5510644,442.2264355,560.1768839,720.2633242
85,70,76.69950739,70,70,70,70,70,70,70,70,70,70,70,70,70,70,76.02836879,110.2504174,152.5174825,158.4670611,172.9095486,184.5414473,196.1529887,204.3361437,214.9367499,225.3431622,224.8192392,242.6870015,237.1666485,247.1906199,250.6896287,258.681672,271.267358,336.1892664,430,544.5806452,697.6896307
86,70,76.1237785,70,70,70,70,70,70,70,70,70,70,70,70,70,70,74.57085828,108.4042553,150,155.6102295,169.5135283,180.8667716,192.2562657,200.2389703,210.6547736,220.535403,220.0400324,236.9992431,231.6816267,241.2072893,244.3536572,252.1209741,264.3225671,327.3374439,418.4964322,529.9454297,676.7550143
87,70,75.55735057,70,70,70,70,70,70,70,70,70,70,70,70,70,70,73.15634218,106.5739821,147.5122503,152.7880851,166.1598646,177.2438645,188.4224163,196.217798,206.4659427,215.8397933,215.3984358,231.473337,226.3937818,235.4460094,238.2926919,245.8525346,257.727536,318.9550314,407.6534653,516.1850667,657.287209
88,70,75,70,70,70,70,70,70,70,70,70,70,70,70,70,70,71.78294574,104.7593935,145.0537097,150,162.8477701,173.6716395,184.649931,192.2705314,202.3672509,211.252454,210.8885905,226.1024714,221.2926693,229.8946444,232.4892086,239.8572502,251.4564914,311.0056541,397.4157844,503.2233883,639.1372716
89,70,74.45151033,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70.44890162,102.9602888,142.6238669,147.2453613,159.5764767,170.1490405,180.9373482,188.3951517,198.3558193,206.7696832,206.5049652,220.8802118,216.3685696,224.5419271,226.9271411,234.1176471,245.4861314,303.4566011,387.7340824,490.9928192,622.1757642
90,70,73.91167192,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,101.1764706,140.2222222,144.5235707,156.3452349,166.6750406,177.2832525,184.5897128,194.4288909,202.3879457,202.2423342,215.8004745,211.612426,219.3773825,221.5917325,228.6177106,239.7953365,296.2783751,378.5642662,479.4331984,606.2896622
91,70,73.38028169,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,99.40774487,137.8482877,141.8340442,153.1533138,163.248641,173.6862724,180.8523382,190.5838232,198.1038639,198.0957563,210.8575038,207.0157895,214.3912591,216.4694047,223.3427362,234.3649197,289.4443074,369.8667851,468.4907891,591.379833
92,70,72.85714286,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,97.65392093,135.5015865,139.1762115,150,159.8688699,170.1450794,177.1812181,186.818083,193.9142091,194.0605556,206.0458495,202.5707683,209.5744681,211.5476427,218.2791983,229.1774106,282.9302264,361.6060606,458.1174439,577.3589648
93,70,72.34206471,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,95.91481123,133.1816527,136.5495155,146.8845972,156.5347819,166.6583854,173.574606,183.1292404,189.8158934,190.1323043,201.3603473,198.2699828,204.9185275,206.8148931,213.4146341,224.2168675,276.7141726,353.75,448.2698962,564.1498559
94,70,71.83486239,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,94.19023136,130.8880309,133.9534124,143.8064258,153.2454571,163.2249421,170.0308166,179.5149639,185.805962,186.3068061,196.7961003,194.1065246,200.4155125,202.2604728,208.7375415,219.4687138,270.7761506,346.2695796,438.9091572,551.6839927
95,70,71.3353566,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,92.48,128.6202759,131.3873708,140.7648224,150,159.8435387,166.5482226,175.973015,181.8815864,182.5800813,192.3484617,190.0739197,196.0580105,197.8744892,204.2372881,214.919595,265.0979148,339.1384863,430,539.9003608
96,70,70.84337349,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,90.78393881,126.3779528,128.8508715,137.7591391,146.7975388,156.5130011,163.1252524,172.5012444,178.0400572,178.9483533,188.0130191,186.1660946,191.8390805,193.6477678,199.9040307,210.5572532,259.6627818,332.3328088,421.5105163,528.744446
97,70,70.35874439,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,89.10187242,124.1606359,126.3434073,134.7887435,143.6372248,153.23219,159.7603878,169.0975866,174.2787785,175.4080355,183.7855801,182.377346,187.7522157,189.5717888,195.7286432,206.3704167,254.4554669,325.8307692,413.4117347,518.1673919
98,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,87.43362832,121.9679094,123.8644825,131.8530177,140.5182314,150,156.4521618,165.7600567,170.5952616,171.9557196,179.6621583,178.702313,183.7913108,185.6386293,191.7026527,202.3487032,249.4619402,319.6124906,405.6772908,508.1252835
99,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,85.77903683,119.7993664,121.4136126,128.9513582,137.4397533,146.8153583,153.1991563,162.4867461,166.9871197,168.5881646,175.6389616,175.1359517,179.9506308,181.8409121,187.8181818,198.482533,244.669301,313.6597938,398.2831399,498.5785387
100,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,84.13793103,117.6546091,118.9903239,126.0831755,134.4010064,143.6772232,150,159.2758189,163.4520625,165.3022869,171.7123795,171.673512,176.2247839,178.1717594,184.0678976,194.7630539,240.0656657,307.9560202,391.2073074,489.4913864
101,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,82.51014674,115.5332482,116.5941536,123.2478936,131.4012263,140.5845835,146.8533669,156.1255087,159.9878919,162.0951506,167.8789731,168.310517,172.6086957,174.6247516,180.4449649,191.1820724,235.6400702,302.4858757,384.4296711,480.8314185
102,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,80.89552239,113.434903,114.224649,120.4449497,128.4396683,137.536457,143.757974,153.0341148,156.5924968,158.9639587,164.1354649,165.0427431,169.0975866,171.1938892,176.9430052,187.7319945,231.3823822,297.2352941,377.9317697,472.5692042
103,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,79.29389904,111.359201,111.8813673,117.6737935,125.5156065,134.5318893,140.7125799,150,153.2638492,155.9060454,160.4787291,161.8662025,165.6869505,167.8735593,173.5560589,184.4057711,227.2832239,292.1913161,371.6966351,464.6779552
104,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,77.7051203,109.3057776,109.5638757,114.9338874,122.6283333,131.5699535,137.7159827,147.0215868,150,152.9188679,156.9057833,158.7771271,162.3725357,164.6585052,170.2785515,181.1968504,223.3339032,287.3419827,365.7086441,457.1332362
105,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,76.12903226,107.274276,107.2717508,112.2247058,119.7771588,128.6497486,134.7670191,144.0973553,146.7990754,150,153.4137802,155.7719535,159.1503268,161.543798,167.1052632,178.0991348,219.526352,282.6762402,359.9533883,449.9127117
106,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,74.56548348,105.264347,105.0045783,109.5457347,116.9614101,125.7703989,131.8645622,141.2258404,143.659273,147.147125,150,152.8473091,156.0165289,158.524812,164.0313006,175.106942,215.8530712,278.1838565,354.4175577,442.9959255
107,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,73.0143249,103.2756489,102.7619529,106.8964717,114.1804311,122.9310528,129.0075204,138.4056292,140.5788587,144.3580299,146.6618435,150,152.9675526,155.5972014,161.0520723,172.2149704,212.3070814,273.8553459,349.0888383,436.3641066
108,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,71.47540984,101.3078471,100.5434783,104.2764252,111.4335817,120.1308825,126.1948361,135.6353591,137.5561633,141.6305994,143.3968254,147.2269987,150,152.7568796,158.1632653,169.4182677,208.8818787,269.6819024,343.9558206,430
109,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,99.36061381,98.3487662,101.6851146,108.7202375,117.3690828,123.4254843,132.9137151,134.5895796,138.962811,140.202568,144.5254337,147.1106525,150,155.3608247,166.7122026,205.571395,265.6553398,339.007918,423.8877158
110,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,97.43362832,96.17743702,99.12206976,106.0397891,114.6448703,120.6984712,130.2394281,131.6775596,136.3527295,137.0767956,141.8925799,144.2964588,147.3229389,152.6409345,164.0924392,202.3699618,261.7680382,334.2352941,418.0125974
111,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,95.52657643,94.029119,96.5868307,103.391642,111.957483,118.0128332,127.6112726,128.8186115,133.7985024,134.0173292,139.3258486,141.5545244,144.7222793,150,161.5549137,199.2722781,258.0128957,329.6287971,412.361104
112,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,93.63915043,91.90344828,94.07894737,100.7752157,109.306179,115.3676359,125.0280654,126.0112977,131.2983559,131.022081,136.8227798,138.8821014,142.1947965,147.4346325,159.0958136,196.2733809,254.3832853,325.1799015,406.9207062
113,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,91.77104891,89.8000686,91.59797938,98.18994368,106.6902366,112.7619725,122.4886629,123.2542318,128.8505904,128.0890503,134.3810341,136.2765797,139.7374449,144.9416342,156.7115587,193.3686189,250.8730159,320.8806554,401.6797935
114,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,89.92197659,87.71863118,89.14349575,95.63527282,104.108953,110.1949634,119.9919604,120.5460767,126.4535769,125.2163182,131.9983851,133.7354781,137.3473455,142.5179856,154.398783,190.5536282,247.4762967,316.7236328,396.6275916
115,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,88.0916442,85.65879443,86.71507466,93.11066297,101.5616438,107.6657549,117.5368899,117.8855423,124.105753,122.4020443,129.6727131,131.2564367,135.0217747,140.1608325,152.1543196,187.8243107,244.1877058,312.7018913,391.7540882
116,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,86.27976829,83.62022385,84.31230317,90.61558664,99.04764285,105.1735179,115.1224186,115.2713836,121.80562,119.6444622,127.4019985,128.8372093,132.758154,137.8674755,149.9751861,185.1768137,241.002161,308.808933,387.0499673
117,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,84.48607109,81.60259179,81.93477706,88.14952861,96.56630096,102.7174478,112.7475478,112.7023984,119.5517394,116.9418758,125.1843159,126.475657,130.5540407,135.6353591,147.858571,182.6075124,237.9148936,305.0386695,382.506549
118,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,82.71028037,79.60557731,79.58210053,85.71198557,94.11698587,100.2967629,110.4113111,110.1774258,117.34273,114.2926563,123.0178289,124.1697417,128.4071185,133.4620627,145.8018218,180.1129928,234.9214248,301.3853904,378.1157368
119,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,80.95212935,77.62886598,77.25388601,83.30246579,91.69908149,97.91070406,108.1127733,107.6953445,115.1772651,111.6952384,120.9007852,121.91752,126.3151902,131.3452915,143.8024342,177.6900369,232.0175439,297.8437341,373.869969
120,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,79.21135647,75.67214974,74.94975397,80.92048877,89.31198744,95.55853355,105.8510293,105.2550707,113.0540695,109.1481175,118.831511,119.7171381,124.2761693,129.2828685,141.8580415,175.3356086,229.1992883,294.4086619,369.7621754
121,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,77.48770535,73.73512675,72.66933267,78.56558495,86.95511855,93.23953451,103.6252027,102.8555569,110.9719178,106.6498465,116.8084077,117.5668266,122.2880738,127.2727273,139.9664054,173.0468414,226.4629259,291.0754335,365.7857378
122,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,75.78092461,71.81750117,70.41225799,76.23729536,84.62790437,90.95301016,101.4344445,100.4957905,108.9296311,104.1990336,114.829947,115.4648956,120.3490194,125.3129046,138.1254075,170.8210261,223.8049383,287.839586,361.9344549
123,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,74.0907678,70,70,73.93517136,82.3297887,88.69828308,99.27793261,98.17479179,106.9260755,101.7943391,112.8946674,113.4097306,118.4572136,123.4015345,136.3330414,168.6556008,221.2220058,284.6969134,358.2025095
124,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,72.41699319,70,70,71.65877435,80.0602292,86.47469459,97.15487009,95.89161334,104.9601594,99.43447353,111.0011704,111.3997879,116.6109503,121.5368421,134.5874052,166.5481407,218.7109938,281.6434482,354.5844394
125,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70.75936378,70,70,70,77.81869688,84.28160405,95.06448475,93.64533818,103.0308321,97.11819479,109.1481175,109.4335912,114.8086045,119.7171381,132.8866949,164.4963491,216.2689394,278.6754454,351.0751109
126,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,75.60467578,82.11838829,93.0060279,91.43507877,101.1370815,94.84430639,107.3342264,107.5097276,113.0486276,117.9408138,131.2291982,162.498049,213.8930406,275.7893665,347.6696941
127,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,73.41766248,79.98444099,90.97877358,89.25997582,99.27793261,92.61165518,105.5582687,105.6268446,111.3295429,116.2063363,129.6132887,160.5511754,211.5806452,272.9818657,344.3636411
128,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,71.25716581,77.87917214,88.98201768,87.11919713,97.45244565,90.4191295,103.8190669,103.7836465,109.6499417,114.5122441,128.0374208,158.6537685,209.3292406,270.249777,341.1526657
129,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,75.80200748,87.01507708,85.01193658,95.6597146,88.26565726,102.1154914,101.9788918,108.0084791,112.8571429,126.5001242,156.8039664,207.1364452,267.5901022,338.0327244
130,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,73.75238797,85.07728894,82.93741311,93.89886565,86.15020424,100.4464588,100.2113902,106.4038706,111.2397018,125,155,205,265,335
131,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,71.72976932,83.16800992,80.89486972,92.1690558,84.07177241,98.81092891,98.48,104.834889,109.6586501,123.535716,153.2401864,202.9177603,262.4767758,332.0508858
132,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,81.28661546,78.88357257,90.46947152,82.02939839,97.20790307,96.78362573,103.3003607,108.1127733,122.106003,151.5229242,200.887689,260.0178723,329.1819712
133,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,79.43249912,76.90281011,88.79932747,80.0221519,95.63642182,95.12121578,101.7991632,106.6009105,120.7096509,149.8466885,198.9078498,257.620861,326.3900285
134,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,77.60507191,74.95189224,87.15786525,78.04913442,94.09556314,93.49176021,100.3302221,105.1219512,119.3455056,148.2100265,196.9764012,255.2834342,323.6720011
135,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,75.8037617,73.03014948,85.54435232,76.10947781,92.58444056,91.89428875,98.89250902,103.674833,118.0124655,146.6115531,195.0915903,253.0033975,321.0249921
136,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,74.02801256,71.13693224,83.95808086,74.20234303,91.10220153,90.32786885,97.48503847,102.2585384,116.7094786,145.0499471,193.2517483,250.7786628,318.4462538
137,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,72.27728425,70,82.39836677,72.32691896,89.64802577,88.79160385,96.10686619,100.872093,115.4355401,143.5239477,191.4552846,248.6072423,315.9331788
138,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70.55105165,70,80.86454863,70.48242121,88.22112376,87.28463129,94.75708679,99.51456311,114.1896891,142.0323506,189.700683,246.4872422,313.4832905
139,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,79.35598684,70,86.82073535,85.80612129,93.43483178,98.18505338,112.971007,140.5740055,187.9864972,244.4168574,311.0942354
140,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,77.87206266,70,85.44612833,84.35527502,92.13926777,96.88270518,111.7786146,139.1478128,186.3113467,242.3943662,308.7637755
141,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,76.41217743,70,84.09659726,82.93132328,90.86959465,95.60669456,110.6116703,137.7527207,184.673913,240.4181258,306.4897813
142,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,74.9757517,70,82.77146217,81.53352512,89.62504398,94.35623058,109.4693679,136.387723,183.0729367,238.4865677,304.270225
143,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,73.5622245,70,81.47006746,80.16116654,88.40487744,93.13055366,108.3509352,135.0518561,181.5072134,236.5981933,302.103175
144,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,72.17105263,70,80.19178082,78.81355932,87.20838536,91.92893401,107.2556317,133.7441975,179.9755914,234.7515705,299.98679
145,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70.8017099,70,78.93599219,77.49003984,86.03488533,90.75067024,106.1827473,132.463863,178.4769688,232.9453298,297.9193136
146,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,77.7021128,76.18996798,84.88372093,89.59508795,105.1316006,131.210005,177.0102903,231.1781609,295.8990698
147,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,76.48957424,74.91272612,83.75426049,88.46153846,104.1015376,129.9818107,175.5745455,229.4488096,293.9244584
148,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,75.29782761,73.65771812,82.64589594,87.34939759,103.0919302,128.7785001,174.1687657,227.7560747,291.9939504
149,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,74.12634266,72.42436844,81.5580417,86.25806452,102.1021752,127.5993245,172.7920228,226.0988055,290.1060848
150,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,72.97460701,71.21212121,80.49013367,85.18696069,101.1316927,126.4435652,171.4434262,224.475899,288.2594639
151,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,71.84212544,70.02043945,79.44162827,84.13552882,100.1799251,125.3105313,170.1221214,222.8862974,286.4527508
152,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70.72841913,70,78.41200146,83.10323188,99.24633636,124.1995592,168.8272884,221.3289858,284.6846657
153,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,77.40074793,82.08955224,98.33041052,123.1100107,167.5581395,219.8029904,282.9539828
154,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,76.40738023,81.09399076,97.43165103,122.0412721,166.313918,218.3073758,281.2595277
155,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,75.431428,80.11606597,96.54957977,120.9927528,165.0938967,216.8412439,279.6001746
156,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,74.47243724,79.15531335,95.68373621,119.9638844,163.8973763,215.4037312,277.9748442
157,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,73.52996958,78.21128451,94.83367663,118.9541195,162.7236842,213.9940079,276.3825004
158,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,72.60360165,77.28354656,93.99897331,117.9629311,161.5721733,212.611276,274.8221493
