bvets vehicle performance table 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,P1,Q12,P23,Q34,P45,Q56,P67,Q78,P89,Q910,P1011Q11,WF1,WF2,WF3,WF4
80,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,4217.886998,4589.548354,5795.094808,5759.689443,5919.20468,6665.955552,7139.607843,7633.198679,7411.674093,10533.02462,13796.76476,16822.38456,20485.28774,25555.26417
81,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3905.33678,4277.924924,5484.209639,5419.339608,5561.538799,6335.142118,6764.264514,7264.414932,7016.562681,10179.48298,13452.64487,16398.27293,19951.22898,24803.68363
82,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3972.750011,5180.681377,5087.518594,5213.774205,6014.369628,6400.769913,6908.659875,6635.572635,9839.955159,13124.37283,15994.286,19445.08814,24089.85791
83,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,4884.255476,4763.91442,4875.510656,5703.191782,6048.577451,6565.260321,6267.966715,9513.628222,12810.89477,15609.05583,18964.78585,23411.13525
84,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,4594.688876,4448.229965,4546.368976,5401.188158,5707.17337,6233.588387,5913.057764,9199.750656,12511.24715,15241.33374,18508.44057,22765.09946
85,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,4311.749364,4140.182104,4225.989699,5107.96237,5376.074339,5913.057764,5570.204551,8897.6267,12224.54741,14889.97775,18074.34596,22149.54486
86,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,4035.214982,3852.130573,3914.031815,4823.140384,5054.825239,5603.120352,5238.808019,8606.611289,11949.9857,14553.94155,17660.95121,21562.45428
87,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,4546.368976,4742.997158,5303.263209,4918.307892,8326.105528,11686.81762,14232.26481,17266.84393,21001.97978
88,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,4277.314311,4440.185536,5013.005796,4608.179605,8055.552653,11434.35775,13924.06462,16890.73525,20466.42557
89,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,4015.660638,4146.008474,4731.897464,4307.93152,7794.434401,11191.97405,13628.52794,16531.44676,19954.233
90,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3860.105182,4459.515183,4017.102392,7542.267748,10959.08271,13344.90491,16187.89908,19463.96724
91,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,4195.461462,3852.130573,7298.601973,10735.14376,13072.50286,15859.10181,18994.30544
92,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3939.362464,3852.130573,7063.016013,10519.65701,12810.68106,15544.14462,18544.02625
93,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,6835.116066,10312.15849,12558.84597,15242.18945,18112.00043
94,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,6614.533431,10112.21727,12316.44704,14952.46354,17697.18251
95,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,6400.92254,9919.432578,12082.97291,14674.25329,17298.6033
96,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,6193.959182,9733.431238,11857.94803,14406.89873,16915.36319
97,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,5993.338879,9553.865341,11640.9296,14149.78867,16546.62612
98,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,5798.775412,9380.410167,11431.50484,13902.35628,16191.61417
99,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,5609.999477,9212.76229,11229.28851,13664.07524,15849.60271
100,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,5426.757456,9050.637882,11033.92069,13434.45618,15519.91597
101,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,5248.810296,8893.771156,10845.06469,13213.04354,15201.92307
102,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,5075.932478,8741.912976,10662.40532,12999.41272,14895.0344
103,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,4907.911076,8594.829572,10485.64714,12793.16755,14598.69842
104,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,4744.544894,8452.301387,10314.51299,12593.93794,14312.39862
105,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,4585.643668,8314.122017,10148.74258,12401.37781,14035.65087
106,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,4431.027337,8180.09725,9988.091274,12215.1632,13768.00094
107,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,4280.52537,8050.044181,9832.328923,12034.99052,13509.02232
108,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,4133.976144,7923.790407,9681.238814,11860.57502,13258.31409
109,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3991.226372,7801.17329,9534.616716,11691.64934,13015.49914
110,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,7682.039278,9392.270004,11527.96224,12780.22241
111,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3716.550583,7566.243282,9254.016853,11369.27739,12552.14935
112,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3584.3551,7453.648109,9119.685495,11215.3723,12330.96447
113,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3455.419266,7344.123928,8989.113542,11066.03735,12116.37004
114,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3329.624277,7237.547792,8862.147357,10921.07483,11908.08487
115,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3206.85702,7133.803185,8738.641479,10780.29818,11705.84318
116,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3087.009738,7032.779613,8618.458092,10643.53117,11509.39362
117,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,2969.979716,6934.372221,8501.466528,10510.60723,11318.49826
118,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,2855.668993,6838.481439,8387.54282,10381.36878,11132.93177
119,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,2743.984087,6745.012656,8276.569276,10255.66666,10952.48059
120,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,2634.835743,6653.875914,8168.434092,10133.35956,10776.94217
121,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,2528.138701,6564.98563,8063.03099,10014.31353,10606.12431
122,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,2423.811471,6478.260335,7960.258886,9898.401496,10439.8445
123,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,2321.776127,6393.622428,7860.021576,9785.50285,10277.92933
124,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,2221.958119,6310.997951,7762.227449,9675.503023,10120.21392
125,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,2124.286088,6230.31638,7666.789216,9568.293126,9966.54144
126,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,2028.6917,6151.510429,7573.623663,9463.769607,9816.762625
127,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,6074.515866,7482.651414,9361.833925,9670.735312
128,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,5999.271342,7393.796719,9262.392257,9528.324049
129,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,5925.718236,7306.987244,9165.355219,9389.399697
130,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,5853.800498,7222.153887,9070.637611,9253.839081
131,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,5783.464517,7139.230598,8978.158172,9121.524647
132,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,5714.658989,7058.154217,8887.839361,8992.344154
133,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,5647.334793,6978.864314,8799.607148,8866.19038
134,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,5581.444875,6901.303047,8713.390815,8742.96085
135,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,5516.944148,6825.415024,8629.122778,8622.557577
136,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,5453.789381,6751.147178,8546.738415,8504.886824
137,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,5391.939114,6678.448646,8466.175908,8389.858881
138,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,5331.353562,6607.270655,8387.37609,8277.387852
139,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,5271.994535,6537.566417,8310.282311,8167.391454
140,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,5213.825357,6469.291032,8234.840301,8059.79084
141,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,5156.810796,6402.40139,8160.998049,7954.510417
142,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,5100.916988,6336.856088,8088.70569,7851.477682
143,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,5046.111377,6272.615343,8017.915392,7750.623073
144,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,4992.362648,6209.640917,7948.581258,7651.879818
145,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,4939.640674,6147.89604,7880.659225,7555.183802
146,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,4887.916455,6087.345343,7814.10698,7460.473436
147,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,4837.162069,6027.954791,7748.88387,7367.689536
148,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,4787.350623,5969.691623,7684.950821,7276.775207
149,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,4738.456203,5912.524291,7622.270269,7187.675737
150,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,4690.453834,5856.422406,7560.80608,7100.338493
151,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,4643.319435,5801.356683,7500.523489,7014.712825
152,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,4597.029782,5747.298897,7441.389034,6930.749975
153,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,4551.562467,5694.221831,7383.370494,6848.40299
154,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,4506.895866,5642.099232,7326.436837,6767.62664
155,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,4463.009104,5590.905772,7270.558161,6688.377341
156,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,4419.882021,5540.617005,7215.705647,6610.613082
157,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,4377.495145,5491.209328,7161.851508,6534.293355
158,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,4335.829661,5442.659951,7108.968946,6459.379091
159,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,4294.867383,5394.946856,7057.032107,6385.832594
160,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,3852.130573,1987.239169,4254.590731,5348.048767,7006.01604,6313.617485
