bvets vehicle performance table 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,P1,Q12,P23,Q34,P45,Q56,P67,Q78,P89,Q910,P1011Q11,WF1,WF2,WF3,WF4
120,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,116.401066,153.3773523,191.1015119,225.2252252
121,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,115.2105143,151.9210054,189.4557097,223.0578921
122,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,114.0466161,150.4970949,187.8481013,220.9393346
123,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,112.9084864,149.1045491,186.2773723,218.8679245
124,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,111.7952787,147.7423429,184.742268,216.8421053
125,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,110.7061833,146.4094955,183.2415902,214.8603881
126,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,109.6404253,145.105068,181.7741935,212.9213483
127,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,108.5972623,143.8281608,180.3389831,211.023622
128,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,107.5759835,142.5779123,178.9349112,209.1659028
129,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,106.5759073,141.353496,177.5609756,207.3469388
130,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,105.5963802,140.1541197,176.2162162,205.5655296
131,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,104.6367753,138.979023,174.8997135,203.8205242
132,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,103.696491,137.827476,173.610586,202.1108179
133,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,102.7749495,136.6987779,172.3479888,200.4353505
134,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,101.871596,135.5922551,171.1111111,198.7931034
135,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,100.9858973,134.5072607,169.8991751,197.1830986
136,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,100.1173408,133.4431723,168.7114338,195.6043956
137,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,99.26543371,132.3993915,167.5471698,194.0560904
138,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,98.42970177,131.3753425,166.405694,192.5373134
139,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,97.60968864,130.3704709,165.2863436,191.0472279
140,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,96.80495501,129.3842431,164.1884817,189.5850285
141,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,96.01507774,128.4161449,163.1114952,188.1499395
142,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,95.23964919,127.4656811,162.0547945,186.7412141
143,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,94.47827652,126.5323741,161.0178117,185.3581322
144,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,93.73058097,125.6157635,160,184
145,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,92.99619729,124.7154054,159.0008326,182.6661485
146,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,92.27477311,123.8308711,158.019802,181.3559322
147,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,91.56596839,122.9617473,157.0564186,180.0687285
148,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,90.86945488,122.1076345,156.1102107,178.8039364
149,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,90.18491563,121.2681474,155.1807229,177.5609756
150,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,89.51204447,120.4429134,154.2675159,176.3392857
151,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,88.85054561,119.6315725,153.3701657,175.1383253
152,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,88.20013314,118.8337769,152.4882629,173.9575713
153,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,87.56053069,118.0491902,151.6214119,172.796518
154,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,86.93147097,117.2774869,150.7692308,171.6546763
155,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,86.31269546,116.5183524,149.9313501,170.5315733
156,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,85.70395399,115.7714821,149.107413,169.4267516
157,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,85.10500446,115.0365811,148.2970743,168.3397683
158,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,84.51561249,114.3133641,147.5,167.270195
159,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,83.93555113,113.6015545,146.7158672,166.2176166
160,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,83.36460055,112.9008846,145.9443631,165.1816313
